input,class
this is a wonderful place on all stand points especially value ofr money,2
an excellent service,2
we were greeted promptly by the waiter who was very nice and cordial,2
she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food,2
the food looked very appetizing and delicious since it came on a variety of fancy plates,2
we ended our great experience by having gulab jamun dessert recommended by the waiter,2
i thanked my friend who recommended me this restaurant and will certainly recommend it to others,2
service here was great food was fantastic,2
guacamole shrimp appetizer was really great we both had the filet very good did n t much like the frites that came with but the filet was so good neither of us cared,2
will absolutely visit again,2
you can not go wrong with this place,2
the food is outstanding and the service is quick friendly and very professional,2
always a nice crowd but never loud,2
go here,1
good for dates or with friends,2
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded,0
however it is jus too good to not praise it,2
by far the best pizza in manhattan,2
the crust is thin the ingredients are fresh and the staff is friendly,2
the menu has so many fish items and oysters,2
the fish was really really fresh,2
we all agreed that mare is one of the best seafood restaurants in new york,2
i stumbled upon this great pizzeria as i explored my new neighborhood,2
all of the pizzas are terrific and the price is even better,2
i highly recommend the sophia pizza,2
it s to die for,0
the food was mediocre at best but it was the horrible service that made me vow never to go back,0
immediately after we paid the waiter took the money and said okay you guys are outta here,1
so rushing us out was absolutely unnecessary,0
for the people who want great food plus great service roxy is a place to avoid,0
the first time the sushi was outstanding the second time it was a little bland,1
i m sure i ll return for a final judgement tho,1
the blond wood decor is very soothing the premium sake is excellent and the service is great,2
mizu is the japenese find in grammercy,1
while their kitchen food is delicious their sushi is out of this world,2
mizu is home to creative and unique rolls not to found anywhere else,2
not only is the cuisine the best around the service has always been attentive and charming,2
warning you may find it difficult to dine at other japanese restaurants after a visit to mizu,1
the entree was bland and small dessert was not inspired,0
i expected quite a bit more from such an expensive menu,0
the view is spectacular and the food is great,2
wonderful strawberry daiquiries as well,2
definitely worth the trip to battery park city,2
